TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: f6e88476f9631b17f39845b97282611e
ERRORS:
**** Item %AEON_S_END_THE_NEW_AGE for user (PATRYKGALKA) is repeated in want list for 139.
**** Item %AEON_S_END_THE_NEW_AGE for user (PATRYKGALKA) is repeated in want list for 1665.
**** Item %CHARTERSTONE for user (CIUPAKABRA997) is repeated in want list for 540.
**** Item %CHARTERSTONE_CHARTERSTONE_RECHARGE_PACK for user (CIUPAKABRA997) is repeated in want list for 540.
**** Item %GRAND_AUSTRIA_HOTEL for user (JACEKBARBER) is repeated in want list for 1124.
**** Item %LUNA_CAPITAL for user (JACEKBARBER) is repeated in want list for 1117.
**** Item %MERCHANTS_OF_THE_DARK_ROAD for user (JACEKBARBER) is repeated in want list for 1124.
**** Item %NIDAVELLIR for user (JACEKBARBER) is repeated in want list for 1117.
**** Item %SEASONS for user (ROGATUSIEK) contains item 783 sender from the same user ((ROGATUSIEK))
**** Item 1622 is repeated in want list for 362.
**** Item 302 is repeated in want list for 1376.
**** Item 302 is repeated in want list for 1378.
**** Item 358 is repeated in want list for 212.
**** Item 515 is repeated in want list for 199.
**** Item 55 is repeated in want list for 273.
**** Item 55 is repeated in want list for 274.
**** Unknown item %SUSHI_GO for user (NOT2NIGHT) (1 occurrence)
**** Unknown item %THE_LORD_OF_THE_RINGS_JOURNEYS_IN_MIDDLE_EARTH_SHADOWED_PATHS_EXPANSION for user (LUKI1235) (2 occurrences)
**** Unknown item 100 (4 occurrences)
**** Unknown item 104 (21 occurrences)
**** Unknown item 112 (3 occurrences)
**** Unknown item 114 (2 occurrences)
**** Unknown item 115 (6 occurrences)
**** Unknown item 1624 (30 occurrences)
**** Unknown item 1625 (31 occurrences)
**** Unknown item 1634 (33 occurrences)
**** Unknown item 1644 (8 occurrences)
**** Unknown item 1645 (1 occurrence)
**** Unknown item 1646 (4 occurrences)
**** Unknown item 1647 (31 occurrences)
**** Unknown item 1648 (1 occurrence)
**** Unknown item 1649 (3 occurrences)
**** Unknown item 1651 (12 occurrences)
**** Unknown item 175 (4 occurrences)
**** Unknown item 178 (10 occurrences)
**** Unknown item 198 (2 occurrences)
**** Unknown item 202 (44 occurrences)
**** Unknown item 206 (1 occurrence)
**** Unknown item 210 (1 occurrence)
**** Unknown item 2227 (1 occurrence)
**** Unknown item 261306 (1 occurrence)
**** Unknown item 371 (22 occurrences)
**** Unknown item 373 (29 occurrences)
**** Unknown item 374 (2 occurrences)
**** Unknown item 376 (1 occurrence)
**** Unknown item 377 (3 occurrences)
**** Unknown item 568 (11 occurrences)
**** Unknown item 613 (90 occurrences)
**** Unknown item 735 (5 occurrences)
**** Unknown item 76 (8 occurrences)
**** Unknown item 77 (7 occurrences)
**** Unknown item 78 (2 occurrences)
**** Unknown item 79 (3 occurrences)
**** Unknown item 80 (3 occurrences)
**** Unknown item 81 (3 occurrences)
**** Unknown item 82 (3 occurrences)
**** Unknown item 83 (3 occurrences)
**** Unknown item 84 (5 occurrences)
**** Unknown item 89 (17 occurrences)
**** Unknown item 90 (9 occurrences)
**** Unknown item 91 (2 occurrences)
**** Unknown item 92 (6 occurrences)
**** Unknown item 93 (4 occurrences)
**** Unknown item 95 (1 occurrence)
**** Unknown item 96 (20 occurrences)
**** Unknown item 97 (66 occurrences)
**** Unknown item 98 (16 occurrences)

TRADE LOOPS (323 total trades):
(KONRADSTPN) 336                   does not trade
(KONRADSTPN) 337                   does not trade
(KONRADSTPN) 338                   does not trade
(KONRADSTPN) 339                   does not trade
(KONRADSTPN) 340                   does not trade
(KONRADSTPN) 341                   does not trade
(KONRADSTPN) 342                   does not trade
(KONRADSTPN) 343                   does not trade
(KONRADSTPN) 344                   does not trade
(KONRADSTPN) 345                   does not trade
(KONRADSTPN) 346                   does not trade
(KONRADSTPN) 347                   does not trade
(KONRADSTPN) 348                   does not trade
(KONRADSTPN) 349                   does not trade
(KONRADSTPN) 350                   does not trade
(KONRADSTPN) 351                   does not trade
(KONRADSTPN) 353                   does not trade
(KONRADSTPN) 355                   does not trade
(KONRADSTPN) 824                   does not trade
(KONRADSTPN) 825                   does not trade
(KONRADSTPN) 826                   does not trade
(KONRADSTPN) 827                   does not trade
(KONTRABAS) 1432                   does not trade
(KONTRABAS) 1437                   does not trade
(KONTRABAS) 1445                   does not trade
(KONTRABAS) 1457                   does not trade
(KONTRABAS) 1458                   does not trade
(KONTRABAS) 1466                   does not trade
(KONTRABAS) 1476                   does not trade
(KONTRABAS) 724        receives (JENNY70) 507          and sends to (STONEROCK) 360
(KONTRABAS) 725                    does not trade
(KONTRABAS) 726        receives (PIECHU) 410           and sends to (FREYA2226) 881
(KONTRABAS) 727                    does not trade
(KONTRABAS) 728                    does not trade
(KONTRABAS) 729                    does not trade
(KONTRABAS) 730                    does not trade
(KONTRABAS) 731                    does not trade
(KONTRABAS) 732                    does not trade
(KONTRABAS) 733                    does not trade
(KONTRABAS) 734                    does not trade
(KONTRABAS) 736        receives (MAJZOWNIK) 832        and sends to (WINSTER) 810
(KONTRABAS) 737        receives (RBSN) 905             and sends to (RAZUL) 1638
(KOPEC) 787                        does not trade
(KOPEC) 789                        does not trade
(KOPEC) 790                        does not trade
(KOPEC) 791                        does not trade
(KOPEC) 793                        does not trade
(KOPEC) 794                        does not trade
(KOPEC) 795                        does not trade
(KOSHIASH) 544                     does not trade
(KOSHIASH) 545                     does not trade
(KOSHIASH) 546                     does not trade
(KOSHIASH) 560                     does not trade
(KOSHIASH) 562                     does not trade
(KOSHIASH) 564                     does not trade
(KOSHIASH) 571                     does not trade
(KRASNY853) 1597       receives (LOUREDPL) 452         and sends to (LOUREDPL) 452
(KRASNY853) 1598       receives (BLEBOK) 936           and sends to (ITSTHISGUYAGAIN) 528
(KRASNY853) 1603                   does not trade
(KRET_87) 1654                     does not trade
(LADZIK) 1588                      does not trade
(LADZIK) 1592                      does not trade
(LADZIK) 1593                      does not trade
(LADZIK) 1594                      does not trade
(LADZIK) 1595                      does not trade
(LADZIK) 1596                      does not trade
(LASSE LINDSTROM) 1224             does not trade
(LASSE LINDSTROM) 1225             does not trade
(LASSE LINDSTROM) 1226             does not trade
(LASSE LINDSTROM) 1228             does not trade
(LASSE LINDSTROM) 1239             does not trade
(LASSE LINDSTROM) 1240             does not trade
(LASSE LINDSTROM) 1241             does not trade
(LASSE LINDSTROM) 1242             does not trade
(LASSE LINDSTROM) 1243             does not trade
(LEINADUS) 1118                    does not trade
(LEINADUS) 1121                    does not trade
(LEINADUS) 443         receives (PATT23R) 1220         and sends to (MEFIUG) 862
(LEINADUS) 444                     does not trade
(LEINADUS) 445                     does not trade
(LEINADUS) 454                     does not trade
(LEINADUS) 656         receives (CYMBRO) 1377          and sends to (ADDEKK1) 1521
(LEINADUS) 702         receives (ADDEKK1) 1673         and sends to (SZUKASZ) 819
(LEINADUS) 751                     does not trade
(LISEK2000) 1153                   does not trade
(LISEK2000) 1154                   does not trade
(LISEK2000) 1155                   does not trade
(LISEK2000) 1157                   does not trade
(LISEK2000) 1158                   does not trade
(LISEK2000) 1159                   does not trade
(LISEK2000) 1160                   does not trade
(LISEK2000) 1161                   does not trade
(LISEK2000) 1162       receives (ITSTHISGUYAGAIN) 528  and sends to (KMET) 531
(LISEK2000) 1163       receives (FLAMASTER444) 394     and sends to (DGRODO) 1080
(LISEK2000) 1164                   does not trade
(LISEK2000) 1165                   does not trade
(LISEK2000) 1166                   does not trade
(LISEK2000) 1167                   does not trade
(LISEK2000) 1168                   does not trade
(LISEK2000) 1169                   does not trade
(LISEK2000) 1170                   does not trade
(LISEK2000) 1171                   does not trade
(LISEK2000) 1172                   does not trade
(LISEK2000) 1173                   does not trade
(LISEK2000) 1174                   does not trade
(LISEK2000) 1175                   does not trade
(LISEK2000) 1176                   does not trade
(LISEK2000) 1177                   does not trade
(LISEK2000) 1178                   does not trade
(LISEK2000) 1179                   does not trade
(LISEK2000) 1181                   does not trade
(LISEK2000) 1182                   does not trade
(LISEK2000) 1185                   does not trade
(LISEK2000) 1186                   does not trade
(LISEK2000) 1187                   does not trade
(LISEK2000) 1188                   does not trade
(LISEK2000) 1189                   does not trade
(LISEK2000) 1190                   does not trade
(LISEK2000) 1191                   does not trade
(LISEK2000) 1200                   does not trade
(LISEK2000) 1201                   does not trade
(LISEK2000) 1202       receives (PANCOR) 1675          and sends to (PATRYKGALKA) 147
(LOUREDPL) 449                     does not trade
(LOUREDPL) 450                     does not trade
(LOUREDPL) 451                     does not trade
(LOUREDPL) 452         receives (KRASNY853) 1597       and sends to (KRASNY853) 1597
(LOUREDPL) 453         receives (RENEGAT89) 273        and sends to (PANCOR) 1712
(LUKI1235) 893                     does not trade
(LUKI1235) 894                     does not trade
(LUKI1235) 895                     does not trade
(LUKI1235) 896                     does not trade
(LUKI1235) 897                     does not trade
(LUKI1235) 898                     does not trade
(MAAATI) 1612          receives (DGRODO) 1084          and sends to (HUBERTPL) 493
(MAAATI) 1613                      does not trade
(MAAATI) 565                       does not trade
(MAAATI) 566                       does not trade
(MAAATI) 567                       does not trade
(MAAATI) 899                       does not trade
(MAAKUMAAKU) 1325      receives (SYDONIAA) 24          and sends to (UNKNOWN0) 305
(MAAKUMAAKU) 1326                  does not trade
(MAAKUMAAKU) 1327                  does not trade
(MAAKUMAAKU) 1328                  does not trade
(MAAKUMAAKU) 1329      receives (PATRYKGALKA) 184      and sends to (PANCOR) 1667
(MAAKUMAAKU) 1331                  does not trade
(MAAKUMAAKU) 1332                  does not trade
(MAAKUMAAKU) 1333                  does not trade
(MAAKUMAAKU) 1334                  does not trade
(MAAKUMAAKU) 1335                  does not trade
(MACCOWY) 364                      does not trade
(MACCOWY) 365                      does not trade
(MACCOWY) 366                      does not trade
(MACCOWY) 367                      does not trade
(MADZIALENA7) 1194                 does not trade
(MADZIALENA7) 1195                 does not trade
(MADZIALENA7) 1196                 does not trade
(MADZIALENA7) 1197     receives (MEFIUG) 863           and sends to (FREYA2226) 879
(MADZIALENA7) 1198                 does not trade
(MAGICPEPE) 432                    does not trade
(MAJKOS) 243                       does not trade
(MAJZOWNIK) 829                    does not trade
(MAJZOWNIK) 830                    does not trade
(MAJZOWNIK) 831        receives (STILICHON) 200        and sends to (FRAMZ_PL) 1250
(MAJZOWNIK) 832        receives (WINSTER) 809          and sends to (KONTRABAS) 736
(MAJZOWNIK) 833                    does not trade
(MAJZOWNIK) 834        receives (RAZUL) 1633           and sends to (KAMINOINNOCENT) 1068
(MAJZOWNIK) 835                    does not trade
(MAJZOWNIK) 836                    does not trade
(MAJZOWNIK) 837        receives (DETRYTUS) 1379        and sends to (APRIEL) 582
(MAJZOWNIK) 838                    does not trade
(MAJZOWNIK) 839                    does not trade
(MAJZOWNIK) 840                    does not trade
(MALEKITH_86) 1562                 does not trade
(MALEKITH_86) 1563                 does not trade
(MALEKITH_86) 1565                 does not trade
(MALEKITH_86) 1566                 does not trade
(MALEKITH_86) 1567                 does not trade
(MALEKITH_86) 1571                 does not trade
(MALEKITH_86) 1572                 does not trade
(MALEKITH_86) 1573                 does not trade
(MALEKITH_86) 1575                 does not trade
(MALEKITH_86) 1576                 does not trade
(MALEKITH_86) 1577                 does not trade
(MALEKITH_86) 1578                 does not trade
(MAMCZAR63) 667                    does not trade
(MAMCZAR63) 995        receives (PIVNITZ) 518          and sends to (SKUTERUS67) 317
(MANKOSLAW) 910                    does not trade
(MARCIND) 1393                     does not trade
(MARCIND) 1394                     does not trade
(MARCIND) 1395                     does not trade
(MARCIND) 1396                     does not trade
(MARCIND) 1397                     does not trade
(MARCIND) 1403                     does not trade
(MARCIND) 1418                     does not trade
(MARCIND) 1422                     does not trade
(MARCIND) 1472                     does not trade
(MARCIND) 1488                     does not trade
(MARCIND) 1501                     does not trade
(MARCIND) 1504                     does not trade
(MARCIND) 1509                     does not trade
(MARKOO) 326                       does not trade
(MARKOO) 327                       does not trade
(MARKOO) 328                       does not trade
(MARKOO) 329                       does not trade
(MARKOO) 330                       does not trade
(MARKOO) 709                       does not trade
(MEFIKENU) 1105                    does not trade
(MEFIKENU) 1106                    does not trade
(MEFIUG) 858                       does not trade
(MEFIUG) 859                       does not trade
(MEFIUG) 860                       does not trade
(MEFIUG) 862           receives (LEINADUS) 443         and sends to (JACEKBARBER) 1125
(MEFIUG) 863           receives (ROGATUSIEK) 785       and sends to (MADZIALENA7) 1197
(MEFIUG) 864           receives (ANOPTICHTYS) 1006     and sends to (BORYSX) 1180
(MEFIUG) 865                       does not trade
(MEFIUG) 866                       does not trade
(MEFIUG) 868                       does not trade
(MEFIUG) 869                       does not trade
(MEFIUG) 870                       does not trade
(MEFIUG) 871                       does not trade
(MEFIUG) 875                       does not trade
(MEFIUG) 876           receives (KMET) 531             and sends to (PATRYKGALKA) 211
(MICZI92) 780                      does not trade
(MISIENCJUSZ) 278                  does not trade
(MISIENCJUSZ) 279      receives (RAGI74) 950           and sends to (PATRYKGALKA) 165
(MIZIO) 1423                       does not trade
(MIZIO) 1425                       does not trade
(MIZIO) 1426                       does not trade
(MIZIO) 1429                       does not trade
(MIZIO) 1433           receives (XENIR) 1515           and sends to (KMET) 527
(MIZIO) 1434                       does not trade
(MIZIO) 1435           receives (DGRODO) 1080          and sends to (JAKUBWAKIEC) 657
(MIZIO) 1436                       does not trade
(MIZIO) 1439                       does not trade
(MIZIO) 1440                       does not trade
(MIZIO) 1441                       does not trade
(MIZIO) 1442                       does not trade
(MOOCKER) 436                      does not trade
(MOOCKER) 437                      does not trade
(MOOCKER) 438          receives (PATRYKGALKA) 139      and sends to (COYOTUS01) 961
(MORKRET) 758                      does not trade
(MORKRET) 759                      does not trade
(MORKRET) 760                      does not trade
(MORKRET) 761                      does not trade
(MORKRET) 762                      does not trade
(MORKRET) 763                      does not trade
(MORKRET) 764                      does not trade
(MORKRET) 765          receives (FORDY2) 753           and sends to (PEPER777) 693
(MORKRET) 767                      does not trade
(MORMAKILL) 455                    does not trade
(MORMAKILL) 456                    does not trade
(MORMAKILL) 457                    does not trade
(MORMAKILL) 458        receives (BORYSX) 1180          and sends to (FLAMASTER444) 397
(MORMAKILL) 459                    does not trade
(MORMAKILL) 460                    does not trade
(MORMAKILL) 461                    does not trade
(MORMAKILL) 462                    does not trade
(MORMAKILL) 463                    does not trade
(MORMAKILL) 464                    does not trade
(MORMAKILL) 465                    does not trade
(MORMAKILL) 466                    does not trade
(MORMAKILL) 467                    does not trade
(MORMAKILL) 468                    does not trade
(MORMAKILL) 469                    does not trade
(MORMAKILL) 470                    does not trade
(MORMAKILL) 471                    does not trade
(MORMAKILL) 472                    does not trade
(MORMAKILL) 569                    does not trade
(MORMAKILL) 578                    does not trade
(MORMAKILL) 579                    does not trade
(MORMAKILL) 580                    does not trade
(MRCICHY) 1589                     does not trade
(MRCICHY) 703                      does not trade
(MRCICHY) 704                      does not trade
(MRCICHY) 705                      does not trade
(MRCICHY) 706                      does not trade
(MRCICHY) 707                      does not trade
(MSZMM) 882                        does not trade
(MSZMM) 883                        does not trade
(MSZMM) 884                        does not trade
(MSZMM) 885                        does not trade
(MSZMM) 886                        does not trade
(MSZMM) 887                        does not trade
(MTNW) 1460                        does not trade
(MTNW) 1467                        does not trade
(MTNW) 643                         does not trade
(MTNW) 644                         does not trade
(MTNW) 645                         does not trade
(MUDZIN) 1213                      does not trade
(MUDZIN) 1214                      does not trade
(MUDZIN) 1215                      does not trade
(MZEPTER) 550                      does not trade
(MZEPTER) 553                      does not trade
(MZEPTER) 554                      does not trade
(MZEPTER) 555                      does not trade
(MZEPTER) 556          receives (BAAKA) 653            and sends to (SKOTI) 749
(MZEPTER) 557          receives (HARDKOR) 44           and sends to (RBSN) 905
(MZEPTER) 558                      does not trade
(MZEPTER) 559                      does not trade
(NEWGATE) 1618                     does not trade
(NIDHOG) 1103                      does not trade
(NIDHOG) 1486                      does not trade
(NIDHOG) 916           receives (STILICHON) 186        and sends to (PUASHEY90) 539
(NIDHOG) 918                       does not trade
(NIDHOG) 920                       does not trade
(NIDHOG) 923                       does not trade
(NIDHOG) 925                       does not trade
(NIDHOG) 926                       does not trade
(NIDHOG) 928                       does not trade
(NIDHOG) 929                       does not trade
(NIDHOG) 931                       does not trade
(NIDHOG) 932                       does not trade
(NIDHOG) 933                       does not trade
(NIDHOG) 934                       does not trade
(NIDHOG) 935                       does not trade
(NIDHOG) 938                       does not trade
(NIDHOG) 939                       does not trade
(NIDHOG) 940                       does not trade
(NIEDZIELNYPIONEK) 844             does not trade
(NIEDZIELNYPIONEK) 845             does not trade
(NIEDZIELNYPIONEK) 846 receives (FRAMZ_PL) 1250        and sends to (RAZUL) 1633
(NIEDZIELNYPIONEK) 847             does not trade
(NIKTPLANSZOWY) 1619               does not trade
(NIKTPLANSZOWY) 1620               does not trade
(NIKTPLANSZOWY) 1621               does not trade
(NIKTPLANSZOWY) 1622               does not trade
(NIKTPLANSZOWY) 1623               does not trade
(NOGUSS) 102           receives (ANIOL1979) 1392       and sends to (ANIOL1979) 1392
(NOGUSS) 87                        does not trade
(NOGUSS) 88                        does not trade
(NOGUSS) 94                        does not trade
(NOGUSS) 99                        does not trade
(NOSIADBT1100) 257                 does not trade
(NOSIADBT1100) 258                 does not trade
(NOSIADBT1100) 261                 does not trade
(NOT2NIGHT) 1587                   does not trade
(NUMERNABIS) 1252                  does not trade
(NUMERNABIS) 1254                  does not trade
(NUMERNABIS) 1255                  does not trade
(NUMERNABIS) 1256                  does not trade
(NUMERNABIS) 1257                  does not trade
(NUMERNABIS) 1261                  does not trade
(NUMERNABIS) 1266                  does not trade
(NUMERNABIS) 1275      receives (SILLUE) 1529          and sends to (PIECHU) 410
(NUMERNABIS) 1344      receives (PIECHU) 788           and sends to (WOJTOLINO) 1485
(OMAM1234) 1342                    does not trade
(OMAM1234) 777                     does not trade
(OMAM1234) 778                     does not trade
(OMAM1234) 779                     does not trade
(OPULENTUS) 1450       receives (KLOS_X) 1262          and sends to (HRACHUBI) 922
(OSTRY) 36                         does not trade
(OSTRY) 37             receives (ANOPTICHTYS) 1008     and sends to (PIVNITZ) 253
(OSTRY) 38                         does not trade
(OSTRY) 39                         does not trade
(OSTRY) 40                         does not trade
(OSTRY) 42                         does not trade
(OSTRY) 45                         does not trade
(OSTRY) 47                         does not trade
(OSTRY) 48                         does not trade
(OSTRY) 49                         does not trade
(OSTRY) 50                         does not trade
(OSTRY) 51                         does not trade
(OSTRY) 53                         does not trade
(OSTRY) 54                         does not trade
(OSTRY) 55                         does not trade
(OSTRY) 60                         does not trade
(PABLOP23) 650                     does not trade
(PANCOR) 16                        does not trade
(PANCOR) 1664                      does not trade
(PANCOR) 1666          receives (PATRYKGALKA) 152      and sends to (JENNY70) 237
(PANCOR) 1667          receives (MAAKUMAAKU) 1329      and sends to (BARTP) 1413
(PANCOR) 1668                      does not trade
(PANCOR) 1669          receives (ADDEKK1) 1521         and sends to (ANIAW89) 324
(PANCOR) 1671                      does not trade
(PANCOR) 1672                      does not trade
(PANCOR) 1675          receives (WOJTOLINO) 1469       and sends to (LISEK2000) 1202
(PANCOR) 1677                      does not trade
(PANCOR) 1678                      does not trade
(PANCOR) 1679                      does not trade
(PANCOR) 1680                      does not trade
(PANCOR) 1681                      does not trade
(PANCOR) 1682                      does not trade
(PANCOR) 1683                      does not trade
(PANCOR) 1684                      does not trade
(PANCOR) 1685                      does not trade
(PANCOR) 1687                      does not trade
(PANCOR) 1688                      does not trade
(PANCOR) 1689                      does not trade
(PANCOR) 1690                      does not trade
(PANCOR) 1691                      does not trade
(PANCOR) 1692                      does not trade
(PANCOR) 1694                      does not trade
(PANCOR) 1695          receives (PAWLIK) 448           and sends to (RALFMARK) 1310
(PANCOR) 1696                      does not trade
(PANCOR) 1697                      does not trade
(PANCOR) 1698                      does not trade
(PANCOR) 1699                      does not trade
(PANCOR) 1700                      does not trade
(PANCOR) 1701                      does not trade
(PANCOR) 1702                      does not trade
(PANCOR) 1703                      does not trade
(PANCOR) 1704                      does not trade
(PANCOR) 1705          receives (RAZUL) 1638           and sends to (RAGI74) 975
(PANCOR) 1706                      does not trade
(PANCOR) 1707                      does not trade
(PANCOR) 1708                      does not trade
(PANCOR) 1709                      does not trade
(PANCOR) 1710                      does not trade
(PANCOR) 1711                      does not trade
(PANCOR) 1712          receives (LOUREDPL) 453         and sends to (IRON84) 1617
(PANCOR) 1713                      does not trade
(PANCOR) 1714                      does not trade
(PANCOR) 18                        does not trade
(PANCOR) 21                        does not trade
(PANCOR) 23                        does not trade
(PANCOR) 25                        does not trade
(PANCOR) 72                        does not trade
(PANCOR) 73                        does not trade
(PANODDJOB00) 587      receives (PROBBI) 110           and sends to (HUBERTPL) 517
(PANODDJOB00) 588                  does not trade
(PANTERA_SNIEZNA) 1341             does not trade
(PATOLD) 1411                      does not trade
(PATOLD) 1414                      does not trade
(PATOLD) 1415                      does not trade
(PATOLD) 1416                      does not trade
(PATOLD) 1417                      does not trade
(PATOLD) 1420                      does not trade
(PATOLD) 1421                      does not trade
(PATOLD) 1430                      does not trade
(PATRYKGALKA) 128                  does not trade
(PATRYKGALKA) 129                  does not trade
(PATRYKGALKA) 130                  does not trade
(PATRYKGALKA) 133                  does not trade
(PATRYKGALKA) 134                  does not trade
(PATRYKGALKA) 135                  does not trade
(PATRYKGALKA) 136                  does not trade
(PATRYKGALKA) 137                  does not trade
(PATRYKGALKA) 138                  does not trade
(PATRYKGALKA) 139      receives (ANIASIEK) 1611        and sends to (MOOCKER) 438
(PATRYKGALKA) 140                  does not trade
(PATRYKGALKA) 141      receives (QBALDUS1) 1452        and sends to (BREGORZ) 1322
(PATRYKGALKA) 142                  does not trade
(PATRYKGALKA) 143                  does not trade
(PATRYKGALKA) 144                  does not trade
(PATRYKGALKA) 145                  does not trade
(PATRYKGALKA) 146                  does not trade
(PATRYKGALKA) 147      receives (LISEK2000) 1202       and sends to (GINET1) 62
(PATRYKGALKA) 148                  does not trade
(PATRYKGALKA) 149                  does not trade
(PATRYKGALKA) 150                  does not trade
(PATRYKGALKA) 151                  does not trade
(PATRYKGALKA) 152      receives (GREKOL) 719           and sends to (PANCOR) 1666
(PATRYKGALKA) 153                  does not trade
(PATRYKGALKA) 154                  does not trade
(PATRYKGALKA) 155      receives (JOANNAALICJA) 660     and sends to (GINET1) 67
(PATRYKGALKA) 156                  does not trade
(PATRYKGALKA) 158                  does not trade
(PATRYKGALKA) 160                  does not trade
(PATRYKGALKA) 162                  does not trade
(PATRYKGALKA) 163      receives (GINET1) 58            and sends to (ANIAW89) 321
(PATRYKGALKA) 164                  does not trade
(PATRYKGALKA) 165      receives (MISIENCJUSZ) 279      and sends to (JACEKBARBER) 1130
(PATRYKGALKA) 1663                 does not trade
(PATRYKGALKA) 1665                 does not trade
(PATRYKGALKA) 167                  does not trade
(PATRYKGALKA) 1686                 does not trade
(PATRYKGALKA) 176      receives (BAAKA) 654            and sends to (ANIAW89) 319
(PATRYKGALKA) 177                  does not trade
(PATRYKGALKA) 179                  does not trade
(PATRYKGALKA) 180                  does not trade
(PATRYKGALKA) 181      receives (WOJTOLINO) 1485       and sends to (BAAKA) 651
(PATRYKGALKA) 184      receives (CYMBRO) 1376          and sends to (MAAKUMAAKU) 1329
(PATRYKGALKA) 185                  does not trade
(PATRYKGALKA) 187                  does not trade
(PATRYKGALKA) 188      receives (PKOT80) 199           and sends to (CASONPL) 1003
(PATRYKGALKA) 190                  does not trade
(PATRYKGALKA) 191                  does not trade
(PATRYKGALKA) 192                  does not trade
(PATRYKGALKA) 195                  does not trade
(PATRYKGALKA) 197                  does not trade
(PATRYKGALKA) 201                  does not trade
(PATRYKGALKA) 203                  does not trade
(PATRYKGALKA) 205      receives (SKUTERUS67) 310       and sends to (ASPENNR) 248
(PATRYKGALKA) 207                  does not trade
(PATRYKGALKA) 208                  does not trade
(PATRYKGALKA) 209                  does not trade
(PATRYKGALKA) 211      receives (MEFIUG) 876           and sends to (SKUTERUS67) 311
(PATRYKGALKA) 398                  does not trade
(PATRYKGALKA) 399                  does not trade
(PATRYKGALKA) 400                  does not trade
(PATT23R) 1216         receives (ANIAW89) 324          and sends to (SYDONIAA) 26
(PATT23R) 1217         receives (PIECHU) 800           and sends to (KMET) 524
(PATT23R) 1218                     does not trade
(PATT23R) 1219                     does not trade
(PATT23R) 1220         receives (FLAMASTER444) 395     and sends to (LEINADUS) 443
(PATT23R) 1221         receives (PIOTRBORLIK) 514      and sends to (RAFMIX) 511
(PATT23R) 1222                     does not trade
(PATT23R) 1223         receives (ANOPTICHTYS) 1039     and sends to (UNKNOWN0) 774
(PAULMORNINGSTAR) 572              does not trade
(PAULMORNINGSTAR) 573              does not trade
(PAWLIK) 448           receives (WYLIX) 1034           and sends to (PANCOR) 1695
(PEPER777) 1350                    does not trade
(PEPER777) 691                     does not trade
(PEPER777) 693         receives (MORKRET) 765          and sends to (WARHIR) 1053
(PEPER777) 695         receives (FLAMASTER444) 390     and sends to (UNKNOWN0) 293
(PEPER777) 696                     does not trade
(PEPER777) 697                     does not trade
(PEPER777) 698         receives (RAGI74) 975           and sends to (DETRYTUS) 1379
(PEPER777) 699                     does not trade
(PEPER777) 700                     does not trade
(PERO PAMBARASCO) 218              does not trade
(PESTEK91) 1036                    does not trade
(PESTEK91) 1037                    does not trade
(PET78) 744            receives (STASZEK) 1306         and sends to (STONEROCK) 359
(PIECHU) 401                       does not trade
(PIECHU) 402                       does not trade
(PIECHU) 407                       does not trade
(PIECHU) 408                       does not trade
(PIECHU) 409                       does not trade
(PIECHU) 410           receives (NUMERNABIS) 1275      and sends to (KONTRABAS) 726
(PIECHU) 411                       does not trade
(PIECHU) 412                       does not trade
(PIECHU) 413                       does not trade
(PIECHU) 414                       does not trade
(PIECHU) 415                       does not trade
(PIECHU) 416                       does not trade
(PIECHU) 417                       does not trade
(PIECHU) 418                       does not trade
(PIECHU) 419                       does not trade
(PIECHU) 420                       does not trade
(PIECHU) 421                       does not trade
(PIECHU) 422                       does not trade
(PIECHU) 423                       does not trade
(PIECHU) 424                       does not trade
(PIECHU) 425                       does not trade
(PIECHU) 426                       does not trade
(PIECHU) 427                       does not trade
(PIECHU) 428                       does not trade
(PIECHU) 429                       does not trade
(PIECHU) 430                       does not trade
(PIECHU) 431                       does not trade
(PIECHU) 786                       does not trade
(PIECHU) 788           receives (JACEKBARBER) 1130     and sends to (NUMERNABIS) 1344
(PIECHU) 792                       does not trade
(PIECHU) 796                       does not trade
(PIECHU) 797                       does not trade
(PIECHU) 798                       does not trade
(PIECHU) 799           receives (RBSN) 904             and sends to (JOLLYROGER90) 1605
(PIECHU) 800           receives (IRON84) 1617          and sends to (PATT23R) 1217
(PIECHU) 801           receives (SZUKASZ) 819          and sends to (FREYA2226) 877
(PIECHU) 802                       does not trade
(PIECHU) 803                       does not trade
(PIECHU) 804                       does not trade
(PIECHU) 805                       does not trade
(PIECHU) 806                       does not trade
(PIECHU) 941           receives (PIOTRBORLIK) 434      and sends to (RALFMARK) 1313
(PIOTR1) 589                       does not trade
(PIOTR1) 590                       does not trade
(PIOTR1) 591                       does not trade
(PIOTR1) 592                       does not trade
(PIOTRBORLIK) 433                  does not trade
(PIOTRBORLIK) 434      receives (FREYA2226) 881        and sends to (PIECHU) 941
(PIOTRBORLIK) 435                  does not trade
(PIOTRBORLIK) 514      receives (PROPI) 508            and sends to (PATT23R) 1221
(PIVNITZ) 1015                     does not trade
(PIVNITZ) 251          receives (FLAMASTER444) 380     and sends to (ATOJEST) 331
(PIVNITZ) 252                      does not trade
(PIVNITZ) 253          receives (OSTRY) 37             and sends to (CYMBRO) 1378
(PIVNITZ) 254                      does not trade
